host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
within a few hours,>99.0,>98.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,f,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.85
NA,NA,>98.0,f,other,t,Staten Island,Private room in rental unit,Private room,<=2.0,<=1.0,>1.0,>2.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,1,4.86
within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,4.78
a few days or more,<=99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,4.83
within a few hours,<=99.0,(78.0-98.0],f,Elmhurst,t,Manhattan,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,1,5.0
NA,NA,>98.0,f,Jamaica,t,Queens,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,<=1.0,>200.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
NA,NA,NA,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,5.0
within a few hours,<=99.0,>98.0,t,Flatbush,f,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,t,>0.73,<=16.0,<=2.0,<=2.0,(6.0-9.0],0,4.89
within a few hours,<=99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,1,2.0
within a day,>99.0,<=78.0,f,Bedford-Stuyvesant,f,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,>9.0,1,4.75
NA,NA,<=78.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,t,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,0,4.0
NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,t,(0.15-0.73],<=16.0,<=2.0,<=2.0,(6.0-9.0],0,4.18
within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,4.93
NA,NA,NA,,Jamaica,t,Queens,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,t,<=0.15,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,2.0
within a day,>99.0,<=78.0,f,other,t,Bronx,Entire townhouse,Entire home/apt,(2.0-3.0],>1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,>6.0,<=2.0,>9.0,0,5.0
within a few hours,>99.0,>98.0,f,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,<=2.0,>9.0,1,4.95
a few days or more,<=99.0,<=78.0,f,Harlem,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,1,5.0
within a day,>99.0,<=78.0,t,Astoria,t,Queens,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
within an hour,>99.0,>98.0,f,other,t,Brooklyn,Entire home,Entire home/apt,>3.0,<=1.0,>1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.58
within an hour,>99.0,>98.0,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],1,5.0
within an hour,>99.0,>98.0,t,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,1,5.0
within an hour,>99.0,(78.0-98.0],t,other,f,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,5.0
within an hour,>99.0,>98.0,f,Harlem,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,1,4.68
within an hour,>99.0,>98.0,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,1,4.79
within an hour,>99.0,>98.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.86
within an hour,>99.0,>98.0,,Flatbush,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
within an hour,>99.0,>98.0,,other,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,<=6.0,0,5.0
within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Entire townhouse,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],>1.0,>1,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,1,4.43
within a day,<=99.0,<=78.0,f,Flushing,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,1,4.61
NA,NA,NA,f,other,t,Queens,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.66
a few days or more,<=99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,(2.0-3.0],<=1.0,<=1.0,(1.0-2.0],<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,5.0
within a few hours,<=99.0,<=78.0,f,other,t,Bronx,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
within a few hours,>99.0,<=78.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.83
within an hour,>99.0,<=78.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.84
within an hour,>99.0,>98.0,,other,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,<=6.0,1,5.0
within an hour,>99.0,(78.0-98.0],,Flushing,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.91
NA,NA,>98.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.96
within an hour,>99.0,>98.0,f,Elmhurst,f,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],1,4.78
within an hour,>99.0,>98.0,t,Flushing,t,Queens,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.8
within a few hours,<=99.0,(78.0-98.0],t,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,4.81
within an hour,<=99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,t,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.65
within an hour,>99.0,>98.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
within an hour,>99.0,>98.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],>200.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
a few days or more,<=99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,1,4.68
within a few hours,>99.0,NA,f,other,t,Brooklyn,Entire home,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,f,>0.73,>32.0,>6.0,<=2.0,(6.0-9.0],0,4.92
within an hour,>99.0,>98.0,f,other,t,Staten Island,Private room in rental unit,Private room,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,t,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,4.46
within a day,>99.0,>98.0,f,other,t,Brooklyn,Private room in townhouse,Private room,<=2.0,>1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,1,4.89
NA,NA,>98.0,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,>1.0,>2.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],1,4.25
within an hour,>99.0,>98.0,t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,(1.0-12.0],>1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,>9.0,1,5.0
within an hour,>99.0,>98.0,t,other,f,Brooklyn,Entire home,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.84
within an hour,<=99.0,(78.0-98.0],f,Flushing,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.77
a few days or more,<=99.0,NA,t,other,t,Brooklyn,Entire home,Entire home/apt,>3.0,>1.0,>1.0,>2.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.75
within a few hours,<=99.0,<=78.0,f,other,t,Queens,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,1,5.0
within a day,>99.0,<=78.0,f,Flatbush,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],0,5.0
NA,NA,>98.0,f,other,t,Brooklyn,Entire home,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,t,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,4.86
NA,NA,NA,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,(6.0-9.0],1,4.57
within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,1,4.84
a few days or more,<=99.0,<=78.0,f,other,t,Bronx,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
within an hour,>99.0,>98.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,>1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.72
within a few hours,>99.0,<=78.0,t,other,t,Manhattan,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,1,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,>9.0,1,5.0
within an hour,>99.0,>98.0,t,Flushing,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,1,4.96
within a few hours,<=99.0,<=78.0,f,other,t,Manhattan,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,1,5.0
within a few hours,<=99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,1,3.25
within a few hours,<=99.0,(78.0-98.0],f,other,t,Queens,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,<=2.0,>9.0,1,4.46
within an hour,>99.0,>98.0,f,other,t,Bronx,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],1,5.0
within an hour,>99.0,>98.0,t,Jamaica,t,Queens,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.83
within a day,<=99.0,<=78.0,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,4.83
a few days or more,<=99.0,<=78.0,f,other,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,1,4.81
within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,0,4.89
within an hour,>99.0,>98.0,t,Jamaica,t,Queens,Entire home,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.93
within an hour,<=99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,NA,<=1.0,>200.0,>12.0,>1.0,0,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.76
within a few hours,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,1,4.82
NA,NA,NA,f,Flushing,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,1,4.82
within an hour,<=99.0,<=78.0,t,Harlem,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],1,4.94
within an hour,>99.0,>98.0,f,other,f,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],>1.0,>1,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.88
NA,NA,NA,f,other,t,Queens,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,>1,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.67
within an hour,>99.0,(78.0-98.0],t,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,1,f,>0.73,(16.0-32.0],<=2.0,<=2.0,>9.0,0,5.0
within an hour,>99.0,>98.0,,Flatbush,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,>2.0,<=100.0,>12.0,>1.0,0,t,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.89
a few days or more,<=99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in home,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,t,>0.73,<=16.0,<=2.0,<=2.0,(6.0-9.0],1,4.5
NA,NA,<=78.0,f,other,t,Queens,Entire home,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.82
within a few hours,<=99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,1,4.0
within an hour,>99.0,(78.0-98.0],f,Astoria,t,Queens,Private room in home,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,(6.0-9.0],1,4.53
within a day,<=99.0,<=78.0,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,1,f,<=0.15,<=16.0,(2.0-6.0],<=2.0,(6.0-9.0],0,5.0
within an hour,<=99.0,<=78.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.6
within a few hours,>99.0,(78.0-98.0],t,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,>1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,1,4.81
a few days or more,<=99.0,<=78.0,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,4.67
within a day,>99.0,(78.0-98.0],t,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.58
within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.95
NA,NA,NA,f,Crown Heights,t,Brooklyn,Entire loft,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,<=16.0,(2.0-6.0],<=2.0,>9.0,0,4.94
within a few hours,>99.0,>98.0,t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,>32.0,>6.0,<=2.0,>9.0,1,4.83
within an hour,<=99.0,<=78.0,t,Harlem,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],1,4.94
within an hour,<=99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.09
within an hour,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,4.92
within an hour,<=99.0,<=78.0,f,Flatbush,t,Brooklyn,Private room in rental unit,Private room,<=2.0,>1.0,>1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,>9.0,1,5.0
a few days or more,<=99.0,<=78.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,0,4.85
within a day,>99.0,>98.0,f,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.43
NA,NA,>98.0,f,other,t,Brooklyn,Private room in townhouse,Private room,<=2.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,t,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,0,4.9
within an hour,>99.0,(78.0-98.0],f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.75
within an hour,>99.0,(78.0-98.0],t,other,t,Bronx,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.55
within an hour,>99.0,>98.0,f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,t,>0.73,>32.0,<=2.0,<=2.0,(6.0-9.0],1,4.76
within a few hours,>99.0,(78.0-98.0],t,Long Island City,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,1,4.98
within an hour,>99.0,(78.0-98.0],t,Crown Heights,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,1,4.86
NA,NA,NA,f,other,t,Brooklyn,Entire home,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,5.0
within an hour,>99.0,>98.0,f,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,>2.0,(100.0-200.0],>12.0,>1.0,1,f,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.86
NA,NA,<=78.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.64
within an hour,>99.0,(78.0-98.0],f,Bushwick,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,4.49
